"","Region","Site","Quadrat","date_taken","annotation_status","Latitude","Longitude","Original.File.Name","Ascidians..stalked..Solitary","Ascidians..stalked.Colonial","Ascidians..Unstalked..Colonial","Ascidians..Unstalked..Solitary","Bryozoa..hard","Bryozoa..hard..encrusting","Bryozoa..Soft","Bryozoa..Soft..Foliaceous","Crustacea..Barnacles","Crustacea..Barnacles..Acorn","Echinoderms..sea.urchin..regular.urchins","Erect.coarse.branching.brown..Sargassum.sp.","Macroalgae..Articulated.calcareous..red","Macroalgae..Encrusting..brown","Macroalgae..Encrusting..red","Macroalgae..Erect.coarse.branching.brown","Macroalgae..Erect.coarse.branching.red","Macroalgae..Erect.fine.branching.brown","Macroalgae..Erect.fine.branching.green","Macroalgae..Erect.fine.branching.red","Macroalgae..Filamentous...filiform...brown","Macroalgae..Filamentous...filiform...green","Macroalgae..Filamentous...filiform...red","Macroalgae..Globose...saccate.brown","Macroalgae..Laminate..brown","Macroalgae..Laminate..brown..Zonaria.sp.","Macroalgae..Large.canopy.forming...Ecklonia","Molluscs..Gastropods","No.Data","Seagrasses..Elliptical.Leaves","Seagrasses..Strap.like.leaves","Shadow","Sponges..Erect.forms","Sponges.crusts","Substrate..Consolidated..hard..Boulders","Substrate..Consolidated..hard..Cobbles","Substrate..Consolidated..hard..Rock","Substrate..Unconsolidated...pebble.gravel","Substrate..Unconsolidated..Sand.Mud...2mm.","northing","easting"
"2925","Sydney","South.Head","7","2014-02-21","not_verified_by_human",-33.8371333333333,151.278125,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1735D.jpg_7.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,48,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,12,6254568.72481373,340676.600756553
"2926","Sydney","South.Head","8","2014-02-21","not_verified_by_human",-33.8371333333333,151.278125,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1735D.jpg_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,56,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6254568.84133718,340676.60815524
"2927","Sydney","South.Head","1","2014-02-21","verified_by_human",-33.837175,151.278130555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1737D.jpg_1.jpg",0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,8,0,0,0,4,0,56,0,0,0,0,0,0,4,0,0,0,0,0,6254564.03093773,340677.207697319
"2928","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8371944444444,151.278133333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1738D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,8,0,0,0,0,0,0,0,6254561.97748503,340677.383354731
"2929","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8371944444444,151.278133333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1738D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,28,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,12,6254561.92572288,340677.550345193
"2930","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8372166666667,151.278136111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1739D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6254559.45088579,340677.85588977
"2931","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8372166666667,151.278136111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1739D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6254559.40525123,340677.75419734
"2932","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8372388888889,151.278138888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1740D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,56,0,0,0,12,0,8,0,0,0,0,12,0,0,0,0,0,0,0,6254557.19889971,340678.052299029
"2933","Sydney","South.Head","3","2014-02-21","not_verified_by_human",-33.8372388888889,151.278138888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1740D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,6254557.03751717,340678.141823798
"2934","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8372583333333,151.278141666667,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1741D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,16,0,52,0,0,0,0,8,0,0,0,0,0,0,0,6254554.97873332,340678.132470082
"2935","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,16,0,64,0,0,4,0,0,0,0,0,0,0,0,0,6254552.41079471,340678.869792502
"2936","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,28,0,0,0,24,0,40,0,0,4,0,0,0,0,0,0,0,0,0,6254552.52574742,340678.882615509
"2937","Sydney","South.Head","3","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,40,0,44,0,0,0,0,4,0,0,0,0,0,0,0,6254552.6429529,340678.634910495
"2938","Sydney","South.Head","4","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_4.jpg",0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,4,0,48,0,0,0,0,12,0,0,0,0,0,0,0,6254552.68453173,340678.98849977
"2939","Sydney","South.Head","5","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,36,0,0,0,28,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,6254552.38200488,340678.940746076
"2940","Sydney","South.Head","6","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,20,0,0,0,0,0,44,0,0,0,0,28,0,0,0,0,0,0,0,6254552.50982596,340678.849000638
"2941","Sydney","South.Head","7","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_7.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,12,6254552.4734822,340678.908955825
"2942","Sydney","South.Head","8","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_8.jpg",0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6254552.46536275,340678.818406796
"2943","Sydney","South.Head","9","2014-02-21","not_verified_by_human",-33.8372805555556,151.278147222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1742D.jpg_9.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,6254552.65865941,340679.096209278
"2944","Sydney","South.Head","3","2014-02-21","not_verified_by_human",-33.8373194444444,151.278155555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1744D.jpg_3.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,0,0,0,0,0,60,0,0,8,0,0,0,0,0,0,0,0,0,6254548.23074193,340679.764055331
"2945","Sydney","South.Head","5","2014-02-21","not_verified_by_human",-33.8373194444444,151.278155555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1744D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,68,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6254548.15717219,340679.698552121
"2946","Sydney","South.Head","6","2014-02-21","not_verified_by_human",-33.8373194444444,151.278155555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1744D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6254548.21426362,340679.848213661
"2947","Sydney","South.Head","7","2014-02-21","not_verified_by_human",-33.8373194444444,151.278155555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1744D.jpg_7.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6254548.23100789,340679.753865802
"2948","Sydney","South.Head","8","2014-02-21","not_verified_by_human",-33.8373194444444,151.278155555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1744D.jpg_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,28,0,0,0,0,24,0,0,0,0,0,0,0,6254548.18126754,340679.787887235
"2949","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8373444444444,151.278161111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1745D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,0,0,4,0,52,0,0,4,0,0,0,0,0,0,0,0,4,6254545.36421076,340680.230123312
"2950","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8373444444444,151.278161111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1745D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,40,0,0,0,8,0,32,0,0,0,0,4,0,0,0,0,0,4,4,6254545.39227771,340680.32484095
"2951","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8373611111111,151.278166666667,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1746D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,36,0,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,4,6254543.50183099,340680.885388229
"2952","Sydney","South.Head","3","2014-02-21","not_verified_by_human",-33.8373805555556,151.278172222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1747D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,64,0,0,0,20,0,8,0,0,0,0,4,0,0,0,0,0,0,0,6254541.55071585,340681.296304157
"2953","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8374388888889,151.278191666667,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1750D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,48,0,0,0,20,0,0,0,0,0,0,16,0,0,0,0,0,8,0,6254534.93237182,340683.380835668
"2954","Sydney","South.Head","3","2014-02-21","not_verified_by_human",-33.8374583333333,151.2782,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1751D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254532.81662477,340684.155597579
"2955","Sydney","South.Head","5","2014-02-21","not_verified_by_human",-33.8374583333333,151.2782,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1751D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6254532.73403918,340684.138898608
"2956","Sydney","South.Head","6","2014-02-21","not_verified_by_human",-33.8374583333333,151.2782,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1751D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6254533.09786603,340684.130129963
"2957","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8374805555556,151.278205555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1752D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,4,0,48,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6254530.46020646,340684.651824519
"2958","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8375388888889,151.278230555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1755D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6254524.12506157,340687.008315216
"2959","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8375388888889,151.278230555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1755D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6254524.05204127,340687.045661541
"2960","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8375611111111,151.278236111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1756D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,64,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254521.46189495,340687.404699574
"2961","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8375916666667,151.278233333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1757D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6254517.9937304,340687.485660242
"2962","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8376388888889,151.278230555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1759D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,64,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6254513.0373274,340687.06637232
"2963","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8377444444444,151.278230555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1760D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,88,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254501.150196,340687.481840346
"2964","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8377444444444,151.278230555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1760D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,6254501.1554403,340687.390315111
"2965","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8377472222222,151.278233333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1761D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,76,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6254500.76547585,340687.707122405
"2966","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8377472222222,151.278233333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1761D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,76,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254500.82996363,340687.803812112
"2967","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8377916666667,151.278230555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1764D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6254496.03198635,340687.550417706
"2968","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8378305555556,151.278225,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1766D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,84,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6254491.68658217,340686.949807997
"2969","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8378555555556,151.278219444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1767D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254488.75317846,340686.605190362
"2970","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8379638888889,151.278255555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1773D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,56,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,4,6254477.21858608,340690.32391356
"2971","Sydney","South.Head","1","2014-02-21","verified_by_human",-33.8379805555556,151.278263888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1774D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,6254475.11783777,340690.782971547
"2972","Sydney","South.Head","1","2014-02-21","verified_by_human",-33.8379972222222,151.278275,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1775D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,12,6254473.06290654,340691.948867415
"2973","Sydney","South.Head","1","2014-02-21","verified_by_human",-33.8380138888889,151.278291666667,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1776D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,64,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,6254471.44909125,340693.646462053
"2974","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8380305555556,151.278308333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1777D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254469.49236252,340695.088122257
"2975","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8380472222222,151.278322222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1778D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,4,4,6254467.80359112,340696.489022073
"2976","Sydney","South.Head","1","2014-02-21","verified_by_human",-33.8380638888889,151.278338888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1779D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,8,0,6254466.12980278,340698.000134376
"2977","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8380861111111,151.278358333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1780D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254463.51246372,340699.990446484
"2978","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8381027777778,151.278375,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1781D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,6254461.81162199,340701.543015522
"2979","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8381166666667,151.278388888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1782D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,68,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6254459.99053339,340702.888848735
"2980","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8381333333333,151.278405555556,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1783D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6254458.43333408,340704.418569784
"2981","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.83815,151.278419444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1784D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6254456.47923172,340705.906883834
"2982","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8381666666667,151.278436111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1785D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254454.6020372,340707.264384161
"2983","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8381833333333,151.278452777778,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1786D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,84,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254452.82687735,340708.865009308
"2984","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8382,151.278466666667,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1787D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6254450.8993819,340710.007989351
"2985","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8382166666667,151.278483333333,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1788D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254449.13823537,340711.700399111
"2986","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8382333333333,151.2785,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1789D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254447.42760959,340713.402862676
"2987","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.83825,151.278513888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1790D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6254445.68197335,340714.631822452
"2988","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.83825,151.278513888889,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1790D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,80,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6254445.70350091,340714.794440001
"2989","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8382666666667,151.278527777778,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1791D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,72,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6254443.57505183,340716.140432172
"2990","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8382666666667,151.278527777778,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1791D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6254443.80555605,340715.861034733
"2991","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8382888888889,151.278544444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1792D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,68,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6254441.43041352,340717.322351916
"2992","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8382888888889,151.278544444444,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1792D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,12,6254441.44466536,340717.63701422
"2993","Sydney","South.Head","2","2014-02-21","not_verified_by_human",-33.8383222222222,151.278572222222,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1794D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6254437.69034581,340720.258213215
"2994","Sydney","South.Head","1","2014-02-21","not_verified_by_human",-33.8383388888889,151.278586111111,"2014.02.21_Sydney_Middle.Head_North.Head_South.Head_T1_1795D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,48,0,0,0,24,0,0,0,0,8,0,8,0,0,0,0,0,0,8,6254435.84931784,340721.45069942
